electricity_kwh,lpg_kg,fuel_litres,flights_year,public_transport,meat_days_week,waste_kg_week,brands_used,brand_co2,total_CO2,category
514.3588049391789,9.3636195952969,36.24895430968766,4,54,0,2.162383855802249,"Amazon, McDonalds/KFC",17.6,572.832825135374,Medium
134.8170224651919,14.054887442394428,198.8025072186437,11,9,4,11.06833640019733,"None, H&M/Zara, Amazon",19.8,831.610565307747,High
418.069536487473,19.89324597744509,27.78460247419474,17,18,2,10.314751969742074,Apple/Samsung,15.0,671.5583746861257,Medium
139.74281204132146,13.18119700991903,111.86952250857331,8,22,2,1.1201969175668536,Netflix,1.2,476.1880612900099,Medium
231.21288296721215,15.881182631454704,133.03967400583662,10,30,1,10.167811517234655,Uber/Ola,6.8,654.8815577062368,Medium
56.81571643293115,0.5523211452454024,187.41293093081126,3,32,2,10.876297797958827,"Zomato/Swiggy, H&M/Zara",15.5,551.9215271621532,Medium
222.24742741042908,16.208547381296366,169.4516623288374,9,1,6,12.508371079220378,"None, Apple/Samsung",15.0,829.0610782028348,High
363.92498629844283,5.999517635365943,49.1509542655566,0,27,6,19.431894763723584,"Netflix, None",1.2,622.8621605424602,Medium
561.3075120456799,2.5340369006932972,114.52479025850091,1,57,6,19.67115611398801,"Netflix, H&M/Zara, None",12.5,917.1857372913566,High
923.3133506235956,2.266681708954117,190.71479158117666,8,31,3,11.01165690274562,"Amazon, Netflix",9.7,1364.9489919491818,High
563.3105238799525,13.597496283392534,147.14336942098754,17,32,2,17.058547254585868,McDonalds/KFC,9.1,1129.744491698042,High
720.3233642961245,19.952336720810997,137.66726967597876,15,8,0,2.6181496298158753,"H&M/Zara, None",11.3,1116.283661921739,High
389.7932367404855,13.323901967457994,150.98021585623133,13,28,5,11.091937826171431,McDonalds/KFC,9.1,914.5868717655012,High
764.049253888904,5.246963001335514,64.50123779756396,3,14,2,13.899101125255273,Netflix,1.2,922.7935741251596,High
639.4453087489035,4.066119420058794,145.85045388064722,1,17,6,11.729847571821418,H&M/Zara,11.3,1021.1550259693096,High
486.8043126111182,10.519141985360815,46.570950289383184,11,17,1,5.383698894629516,"H&M/Zara, Uber/Ola",18.1,687.7316114806698,Medium
234.0803551466645,1.300785987014066,85.62055418155067,19,53,2,2.190501739787608,H&M/Zara,11.3,563.9802793766448,Medium
338.363862597434,7.986616658543744,177.98576343770128,4,6,6,8.346716406928602,"Uber/Ola, H&M/Zara, Netflix",19.3,860.1361737889224,High
639.8987830069673,13.324698080115748,3.7942292981503423,3,13,1,13.305207457948416,"Zomato/Swiggy, Apple/Samsung, H&M/Zara",30.5,699.1234805113287,Medium
454.7535081463443,19.353245516169682,82.86373005046934,14,28,3,19.842548399455676,"Apple/Samsung, Uber/Ola",21.8,887.3920507907288,High
894.9172289115993,8.513068956312104,53.364353347811914,2,49,4,5.494135576294978,"Uber/Ola, Amazon, H&M/Zara",26.6,992.4491405925379,High
273.098257958806,4.004478808146132,39.71792329872188,16,51,3,18.43800828451629,"Apple/Samsung, McDonalds/KFC, Uber/Ola",30.9,646.529424909976,Medium
119.4190196406087,16.347248067455688,167.71508429450245,7,18,0,2.296966590980016,H&M/Zara,11.3,618.7385098628282,Medium
609.8811476802102,14.883990497212329,139.29971456899563,11,4,5,18.688796204555587,"Uber/Ola, McDonalds/KFC",15.899999999999999,1110.7071422498852,High
891.7482981805722,17.194077764094878,22.52654408229635,7,40,3,16.81496858953057,"Zomato/Swiggy, None",4.2,1004.8635685826093,High
396.5020779677992,4.294374550857842,98.89266530023788,19,49,3,1.397961701905111,Netflix,1.2,726.7897028862824,High
665.3257681247569,8.096643916996701,93.38115436542222,19,44,0,6.6655221076846285,"Apple/Samsung, Amazon",23.5,982.7300190084472,High
269.84199106829124,19.63108875446075,28.505558805881705,4,4,0,1.968176419892137,"None, H&M/Zara",11.3,399.247025387681,Medium
580.5483255890539,3.16084639552747,159.95254019824165,5,55,4,19.91461155906163,Amazon,8.5,1065.1641089796055,High
797.4524958195205,13.429016383108756,73.33479429083995,4,53,4,9.129036087091748,"Apple/Samsung, Zomato/Swiggy",19.2,969.0869033200646,High
873.6800188378497,4.7436892309452805,152.3875550320789,7,51,2,13.581296872602111,"Zomato/Swiggy, Amazon, H&M/Zara",24.0,1268.3551598666902,High
149.86317335977685,10.003180125650886,38.41252301644249,17,14,1,5.44962092162535,McDonalds/KFC,9.1,406.0388358807019,Medium
388.55579047858316,16.01019291591376,63.014692322766464,3,25,0,18.74098853468348,McDonalds/KFC,9.1,641.2849699783872,Medium
657.6622198390767,9.77172105111638,19.034189540533177,3,23,3,6.209307682249962,"McDonalds/KFC, None, Amazon",17.6,720.7513129478706,High
82.9867246889696,16.1096338662382,28.69585394912164,4,18,3,5.944077538743672,"Zomato/Swiggy, Netflix, Uber/Ola",12.2,273.41905398246115,Low
706.0844401432856,8.526698108806919,176.63669807054657,14,19,4,6.977401822885704,"None, Apple/Samsung, H&M/Zara",26.3,1221.356250863059,High
551.6321886636358,19.987058597400658,21.822528837115506,5,42,1,9.787294128363422,"Apple/Samsung, Netflix, Zomato/Swiggy",20.4,693.4774408920002,Medium
324.1379652590251,8.716564684404203,19.14624145718864,15,8,6,1.3521217983645095,McDonalds/KFC,9.1,523.6333310056121,Medium
823.921728064348,2.9875895727565283,188.07546216733198,13,52,0,12.358912502433604,Apple/Samsung,15.0,1330.1138952446654,High
325.5481766809864,8.037390312984979,129.1806919321535,13,53,4,1.6016501456740246,Apple/Samsung,15.0,703.7261468447829,High
991.8442938936132,14.851863692844603,20.183196710883887,15,27,6,11.244847267052268,"Netflix, Apple/Samsung",16.2,1146.250106748654,High
825.5516796576734,16.95875515517257,194.34334781321027,3,15,1,9.699813141460128,"None, McDonalds/KFC, Netflix",10.299999999999999,1257.6828109400499,High
722.5814763139333,9.202065983525248,29.420002100659424,10,10,0,5.6083941045917935,"Apple/Samsung, Zomato/Swiggy",19.2,823.8159942139254,High
108.28018006451371,11.889536821168793,153.2691450570856,18,33,3,7.265592326245708,"Uber/Ola, H&M/Zara, Zomato/Swiggy",22.3,670.5222773330343,Medium
909.0948533879098,16.897801356525804,6.970272327917293,18,24,3,14.407536413648725,"Apple/Samsung, Netflix",16.2,1071.5104991443027,High
800.5525404506734,16.270923599966395,124.9083594679623,7,39,4,1.1823528775565304,"McDonalds/KFC, Amazon",17.6,1059.782445770898,High
267.57382532721215,13.154478107222655,109.34077442057917,9,54,1,7.016295622489435,"Apple/Samsung, Amazon",23.5,651.0616893516735,Medium
422.6357722605445,16.3005420850171,41.600762085060225,4,56,3,13.92564782913248,"Amazon, Apple/Samsung, McDonalds/KFC",32.6,658.0843189154438,Medium
305.1999740381857,11.518215167372741,128.62922854408325,15,20,6,3.893203442648451,"Zomato/Swiggy, None",4.2,749.0437067749698,High
985.1952324720131,0.09296337850561276,123.41059863547773,2,4,1,11.647327429535963,"Amazon, H&M/Zara",19.8,1195.7879546523864,High
861.4866225652814,0.825335688044464,159.67034309279535,9,10,4,4.209725641171541,"H&M/Zara, Zomato/Swiggy, None",15.5,1204.9818244974922,High
933.7140375603474,19.59616798476366,175.17481172008905,12,42,6,3.9404756602829925,Amazon,8.5,1360.095062634364,High
799.3355245566584,2.8998408400541043,102.0209881307132,6,8,6,15.673321818751381,"Amazon, Zomato/Swiggy",12.7,1066.5558196869883,High
483.53082901673514,8.090328176469255,98.05903869683226,11,10,2,6.063981712721616,Netflix,1.2,783.9870635244571,High
245.1625373239508,18.676225500199358,124.31915418893955,13,36,1,8.13961326009802,None,0.0,717.3230855935086,High
247.6761490642471,3.900789694660989,145.8415178459626,9,40,5,14.870343246874427,"Apple/Samsung, Netflix",16.2,773.8112986802181,High
194.09870594834317,16.875826889330014,71.23423448837491,8,0,1,4.41087241031655,"Netflix, Amazon, None",9.7,435.8759565189014,Medium
569.3170727882272,16.36535136319181,100.92837667324568,11,25,4,11.103003405324294,"H&M/Zara, Amazon, Apple/Samsung",34.8,984.4623902882882,High
923.9681967204605,19.726593091026793,117.02083716463467,2,9,5,18.438573611528597,McDonalds/KFC,9.1,1281.3389083289921,High
992.2081665434779,5.633636672963367,197.67561676718222,12,58,2,11.522709568191285,Uber/Ola,6.8,1450.0490970180222,High
322.93481003492656,6.306507107602918,117.54243929118333,5,39,3,1.9280695658451592,Uber/Ola,6.8,616.2611232739221,Medium
712.4488132818929,18.05756002115573,44.83731014845134,5,18,0,12.204248218865102,Amazon,8.5,850.0172870563988,High
617.2431148298589,4.681581184045591,117.59797164805215,18,15,4,2.7129145907735586,"None, Zomato/Swiggy, Apple/Samsung",19.2,995.678170161507,High
514.4893110324956,10.95801913974218,163.89991658980364,6,44,0,6.360366268232378,Apple/Samsung,15.0,923.5990270427124,High
682.4802116214393,14.146899183821125,171.48073600223816,3,55,2,17.143827001526716,None,0.0,1143.3424791388354,High
402.7948680310655,5.437684905257713,160.05009091860234,4,36,5,1.2103134333037406,"Apple/Samsung, None",15.0,775.8273803044112,High
947.260536338777,18.768258908895177,177.64188305776838,0,49,2,2.463252864627811,H&M/Zara,11.3,1259.903778494075,High
720.1764243210201,13.313950961478406,66.95326837582549,17,40,1,7.903918444927048,"None, Uber/Ola",6.8,955.424323656924,High
766.4910373928226,0.9427861653965008,101.51412419053241,16,3,0,19.98852171808764,Netflix,1.2,1089.608860093812,High
280.3009902557702,2.7147506252182785,155.91821920150878,8,13,0,6.545414215365021,"Apple/Samsung, Zomato/Swiggy",19.2,723.5687046738278,High
210.15290332273847,3.815631401831272,52.889990151819674,8,29,2,3.988217755984593,"Uber/Ola, McDonalds/KFC, Apple/Samsung",30.9,439.08738822538754,Medium
424.62375343960684,4.899147279868994,74.31628757034021,9,6,5,11.43902052411673,"Apple/Samsung, Zomato/Swiggy, Netflix",20.4,738.4194601429351,High
778.3388610693463,14.613547400588729,166.2311309112024,19,11,0,10.865845409837664,"Uber/Ola, McDonalds/KFC, Apple/Samsung",30.9,1324.3459629027245,High
941.8561142652146,1.778704895109362,154.01712992409665,16,23,6,9.542772180147914,"Apple/Samsung, Zomato/Swiggy",19.2,1378.2058268410956,High
455.9633346753074,7.01189344552269,194.2399135832178,12,38,3,18.986421288816025,Netflix,1.2,1032.0108314764216,High
785.4489528723077,18.227666466560034,199.19481170293002,3,42,2,6.322838048059856,Uber/Ola,6.8,1229.4146262729175,High
496.88723849346906,11.133353726740081,48.148909394275805,17,21,1,6.573160355977358,"Netflix, None, Amazon",9.7,729.3481585493707,High
330.46683707769057,5.309931276770714,180.08999723473465,17,46,1,3.664882456354599,"Netflix, Apple/Samsung",16.2,878.8598861210526,High
752.3018931895552,19.141125929606197,18.90310027001383,8,29,1,14.248472340407332,McDonalds/KFC,9.1,860.1251024002703,High
808.2920272822608,4.886317839373648,141.9600417928111,2,59,0,7.106019950530227,"Amazon, McDonalds/KFC",17.6,1108.7045559611702,High
242.6987543766462,18.101992425352854,44.01987753511018,6,38,2,16.252065567867398,H&M/Zara,11.3,513.988113283903,Medium
339.91102694306414,14.515393472291112,60.06223138451254,14,19,1,19.463399670085483,"Zomato/Swiggy, H&M/Zara",15.5,697.7907398417318,Medium
520.0380012999791,14.810420739175722,189.26423553290837,8,25,2,1.8300195978212477,"H&M/Zara, Netflix, Zomato/Swiggy",16.7,1003.6426581640924,High
227.19573827853287,15.298786368032323,52.63024734684238,8,48,0,19.869315911104373,None,0.0,521.8466305608235,Medium
932.392583816103,10.131386241144185,134.63557383212606,3,4,3,5.827980300784604,"Netflix, None, McDonalds/KFC",10.299999999999999,1158.4786749018278,High
611.767216932711,16.291574520053377,35.62570157265124,17,39,3,8.982096787836023,"None, Netflix",1.2,860.551388737106,High
165.14311350310805,16.723861955049806,18.677995514097525,16,41,3,15.777123735361151,"McDonalds/KFC, Apple/Samsung",24.1,475.2823299957614,Medium
224.82837144833897,7.209734433522341,67.86340506877289,5,5,0,13.641291700647164,"H&M/Zara, Netflix",12.5,506.3745783101997,Medium
956.6375780586022,8.006890364327505,124.83922015789626,6,52,1,15.790301495862593,"Amazon, None, Netflix",9.7,1243.3679360169251,High
751.2601564117873,17.775134370780517,49.58902875081623,9,33,0,9.860308298658316,"Zomato/Swiggy, None",4.2,901.337277210176,High
747.6848302797368,10.494585208590486,60.0337597343348,9,57,2,18.405274492884406,"H&M/Zara, None",11.3,960.7855180746767,High
118.8736643048018,17.338869918837382,141.74596372129102,5,59,3,16.008875302697096,"Zomato/Swiggy, H&M/Zara, Netflix",16.7,610.7853267970188,Medium
900.5338958234996,12.535389235156147,20.559204596273805,5,4,2,6.875331533239845,"Netflix, McDonalds/KFC, Apple/Samsung",25.3,932.2247180277535,High
471.54859443067437,11.871355134980847,89.38101836070149,18,9,0,19.02112420562644,"None, Zomato/Swiggy, Apple/Samsung",19.2,886.1955274546243,High
676.7314565079299,0.6196190655572376,188.34690597644484,7,27,4,19.260029675100732,"Zomato/Swiggy, None, Netflix",5.4,1220.1487751690804,High
961.7047581583132,5.557887956814995,79.394332482845,8,2,4,8.88601755937814,Amazon,8.5,1139.0191106852121,High
145.01176133872906,10.041152938046363,86.84020559548786,0,12,6,13.387249271764222,"Amazon, H&M/Zara, None",19.8,513.5190561941071,Medium
508.1626365122498,11.746343442694018,147.64086072145778,15,47,0,16.480602169064166,"None, McDonalds/KFC, Netflix",10.299999999999999,982.9172682996851,High
97.1320998288352,12.608690580014683,155.80230440656936,5,46,1,16.528713620557497,"Uber/Ola, Apple/Samsung",21.8,642.0767406561328,Medium
524.5681521575297,14.32445650023234,153.92127795610492,7,1,5,1.2683473491243902,"McDonalds/KFC, None",9.1,942.0758822306158,High
289.6464399631925,13.124668645872637,199.57340498271444,14,34,2,12.951259027884287,"None, Apple/Samsung, McDonalds/KFC",24.1,958.6929470818511,High
915.5122528101771,16.971534147916007,14.290217497411462,11,51,0,19.500286651561517,Zomato/Swiggy,4.2,1040.867490638783,High
428.5678695594325,5.909406857750268,196.45065692659986,9,49,0,5.395595808127252,McDonalds/KFC,9.1,924.8569688222802,High
652.1788237494752,12.831399713317849,190.03792339947975,15,51,4,16.116568324361833,H&M/Zara,11.3,1234.7241091476876,High
867.2729015738215,1.0231902839254259,170.4277800519116,14,51,3,11.150704800462666,"Zomato/Swiggy, McDonalds/KFC",13.3,1285.0714285109184,High
984.5072654963177,9.603801546440558,90.82511517040834,10,46,3,5.207934011639319,Uber/Ola,6.8,1192.994081224369,High
528.6284018121187,5.36065931903785,174.18047432678486,6,53,5,1.9697215075959242,"None, H&M/Zara, Amazon",19.8,948.4711525783728,High
482.9698177183831,7.617742965893921,44.16648246121903,7,27,1,15.438512509323147,"None, McDonalds/KFC, H&M/Zara",20.4,684.3233347235268,Medium
121.95266303163578,7.093255035299181,158.33116707756605,10,36,1,7.012936640971713,H&M/Zara,11.3,607.4619170026813,Medium
62.10199617035428,1.2086135430527545,37.047660624210835,8,22,5,8.136134533236989,"None, Uber/Ola",6.8,272.4830224688793,Low
628.3619878735714,9.33291601502751,163.07240069423594,6,42,1,10.21939001173121,"McDonalds/KFC, Uber/Ola",15.899999999999999,1018.1008377586455,High
112.1911345402637,19.892585759831068,122.90582665281138,14,22,6,10.636703156454855,McDonalds/KFC,9.1,684.6011137126733,Medium
411.35999018654957,5.978721136729672,19.606255902705104,14,34,6,4.917525962437811,"Amazon, None",8.5,544.4600796152438,Medium
53.42611430113842,14.722919433365014,179.06391107144506,15,40,4,13.742197813580947,"Uber/Ola, McDonalds/KFC, H&M/Zara",27.2,763.4412190892212,High
634.4661240173872,10.955766698408713,115.59143909104887,2,38,0,14.158259619161598,"McDonalds/KFC, None",9.1,949.5977079969026,High
454.1444024184714,6.504506010629473,131.24965562742292,15,54,1,3.703717565485626,"Amazon, None, H&M/Zara",19.8,858.0073534142962,High
170.66973129697345,1.7921412078484233,56.70200713032201,14,31,4,11.125281258339044,McDonalds/KFC,9.1,481.05646357714033,Medium
331.54922649878097,4.317158015304248,174.3271007845613,0,1,6,12.57592761631857,"Amazon, None, Netflix",9.7,817.5017701017908,High
591.1776640233282,15.637070789804879,109.0401470307127,13,46,2,4.538779324605555,"McDonalds/KFC, Netflix",10.299999999999999,923.2072738325119,High
673.8776996094782,5.5804035483729075,84.2240568583007,10,43,0,17.994780404056982,"Uber/Ola, H&M/Zara",18.1,983.6458157663151,High
489.2190856802745,2.8860496482370634,106.8563490456635,2,47,5,10.173691362330478,Zomato/Swiggy,4.2,793.1620318025582,High
813.7611602863985,6.625966809213462,140.66261629355532,8,57,2,3.1855387956543257,Apple/Samsung,15.0,1129.5139366274718,High
156.8183911178364,11.680859044553804,139.009575139854,5,15,3,7.353527374802701,Zomato/Swiggy,4.2,556.9276641553975,Medium
130.3184364817874,14.069263285799982,71.51542019156254,15,15,3,10.062248517218425,Amazon,8.5,529.1484539068825,Medium
92.0320555669179,7.747296739391601,77.0516560212521,10,50,0,1.1927389085333746,Netflix,1.2,384.79724581519355,Medium
559.0364474769701,9.96294314156698,112.44763856768543,17,2,1,1.606287638252007,"Uber/Ola, Apple/Samsung, Amazon",30.3,933.3312582036685,High
720.920119022735,9.09833384066923,184.8814241433976,16,27,0,2.0548913109017404,"None, Amazon",8.5,1204.0265308771002,High
173.99532945140322,0.1800669984685377,149.0860533931951,16,28,1,11.224569292089233,Uber/Ola,6.8,672.6712552844531,Medium
656.9983407626229,7.912009497116966,78.08299707311133,2,53,5,7.385675728512902,"None, Amazon, McDonalds/KFC",17.6,844.3383708733675,High
503.100377880058,11.746396203441641,67.40652531035222,18,19,3,17.96897691306399,Amazon,8.5,901.1017018366541,High
987.9772751435594,11.39889432831522,104.7273348274629,14,35,6,11.625443574248992,"None, Netflix, Apple/Samsung",16.2,1331.2505753173843,High
731.5999288030908,14.995351166684936,173.99827378291894,9,32,6,15.438030247597311,None,0.0,1241.9778815361847,High
674.5996684320446,13.407518208706774,1.7358483191750373,7,21,0,14.055530358346374,"Netflix, Amazon, McDonalds/KFC",18.8,747.3132170671894,High
591.9272481287273,5.5361359423230745,142.09721365791282,16,7,0,10.886093817516784,"Netflix, McDonalds/KFC, Uber/Ola",17.099999999999998,1031.5062316511758,High
997.4978724722187,5.112873431179253,58.90245108755339,3,55,5,15.14968835553737,"Apple/Samsung, McDonalds/KFC, Amazon",32.6,1143.6947396384514,High
981.4362123118485,9.282835961268683,41.679496043233975,7,46,6,11.34940835448685,Amazon,8.5,1099.5125000542987,High
561.2093692197955,14.659393354433096,2.4275993633517734,1,23,1,8.323669798618559,"Uber/Ola, Zomato/Swiggy",11.0,647.7674012468312,Medium
482.4241799675486,1.8765461315192877,179.3181241250954,7,52,3,9.280291817645319,"H&M/Zara, Apple/Samsung, Amazon",34.8,963.5183320337178,High
489.00917656666473,18.96653166072325,182.44969400128812,6,57,3,16.931525451333748,"Netflix, H&M/Zara, Zomato/Swiggy",16.7,1025.5577026382668,High
456.92527080719736,10.863062474128633,12.283488328764026,8,53,1,11.70219760434739,"H&M/Zara, Apple/Samsung",26.3,585.5640844919752,Medium
554.828391646506,6.128167898670014,104.36306461027212,17,36,5,8.168626815083996,None,0.0,935.8556316746403,High
309.9050544236522,13.86782461762852,30.51489173472197,16,19,1,4.415119880138714,McDonalds/KFC,9.1,540.2599136593725,Medium
930.4493439587053,0.8945163248620358,151.73751092965483,0,11,5,10.411799001832401,Uber/Ola,6.8,1197.3871741928162,High
515.7185773888385,9.687938315661258,133.07829435322938,11,19,1,5.795678081117019,"Uber/Ola, Zomato/Swiggy",11.0,885.5808378479328,High
849.9074212466787,9.71939294927618,59.42616259102886,3,19,3,19.156017684439036,"Apple/Samsung, McDonalds/KFC",24.1,1062.4199674016158,High
501.538490934239,3.2395056981870063,23.392056208073075,16,3,3,10.328659608370675,Apple/Samsung,15.0,690.539233733451,Medium
732.3757602147308,16.747756318837663,166.24413256147773,6,29,0,1.1700172038958851,McDonalds/KFC,9.1,1073.4565885521838,High
370.03786625275103,15.936242373605083,134.8504958569702,2,30,6,2.76466660039501,"Netflix, Amazon, Apple/Samsung",24.7,743.0901722259025,High
643.5665148465974,3.05464788907418,1.363989000510557,0,21,6,6.402165342500308,Zomato/Swiggy,4.2,652.7375253920804,Medium
523.4528731783735,7.27654587126755,125.57435618722106,18,14,5,2.751093992267909,"Apple/Samsung, Uber/Ola",21.8,938.9702715080764,High
398.75854370692934,2.0085911326177586,162.0592055392692,1,37,3,17.98528228441263,Apple/Samsung,15.0,858.1690990742243,High
887.478448014601,16.972175136783935,118.15361191529657,5,36,5,17.232679769210087,Zomato/Swiggy,4.2,1198.1846741646627,High
157.07609861146352,6.466402074972817,84.94273533534394,10,27,5,19.446368668658376,"H&M/Zara, Apple/Samsung, None",26.3,591.6783069449151,Medium
512.5769909031548,8.786326157153056,116.783675708463,3,10,2,14.422846672532387,"Uber/Ola, Amazon, Netflix",16.5,911.1154875600624,High
234.6506196028299,6.477439000411329,123.94241134946947,0,13,2,13.263826378028302,H&M/Zara,11.3,637.4542505466219,Medium
868.0023366567119,6.200520329299019,128.00692478842618,10,10,1,18.546436120019756,"Apple/Samsung, H&M/Zara",26.3,1249.3178931228233,High
290.79587747988023,14.946045074971781,193.4090107808727,15,8,6,18.981469751320162,"Netflix, Apple/Samsung, Uber/Ola",23.0,1051.5250348235018,High
651.7588231062306,14.951324683596463,35.72955751167166,5,23,5,17.672269014788448,Netflix,1.2,852.9776103428698,High
207.28533933108636,10.35576340961139,124.61862546278115,10,9,1,17.367984032576633,"Uber/Ola, Netflix",8.0,728.1827509267828,High
434.6679859972948,13.152338986526287,37.59866392593689,7,37,1,13.762361853430832,"Apple/Samsung, Uber/Ola",21.8,659.3136449922526,Medium
904.389335866896,10.233263947159132,41.99134404980236,19,42,0,1.0305129975532512,"Amazon, Netflix, H&M/Zara",21.0,1065.1572591921122,High
207.76122218184344,0.5717841987943006,133.85157674147337,0,40,2,9.160823956263402,"Amazon, Uber/Ola, None",15.3,521.9368046534805,Medium
680.0360340809227,1.3201286625986497,183.19081699439656,13,36,2,13.077592652407603,"Amazon, Zomato/Swiggy, Netflix",13.9,1194.4900646656467,High
244.28485202815705,7.674811390256626,31.80884941984832,1,41,3,11.39542022844749,"Netflix, Zomato/Swiggy, Amazon",13.9,394.8524086733799,Medium
444.9615999055576,14.994927172567884,192.4931067512852,5,31,2,16.601405967926574,"McDonalds/KFC, Netflix, Amazon",18.8,1033.4168674444718,High
563.5860401558693,18.264524562686898,63.8744652032458,8,19,3,16.559143253768468,Apple/Samsung,15.0,869.2885098890682,High
598.4410972802605,0.5941661069350523,78.26280869136002,13,13,5,12.374958179770507,Apple/Samsung,15.0,921.9211982111483,High
622.3857706754976,7.36060105373614,30.736164787767507,7,37,0,1.4178870119222098,Amazon,8.5,693.3872708969483,Medium
658.1248446213762,4.475648722328218,123.16722117033008,2,3,1,8.017269094359637,"McDonalds/KFC, Uber/Ola, None",15.899999999999999,894.1008794164048,High
308.18026279010763,16.304105623309237,119.28409892479345,9,23,1,5.347515121526005,"H&M/Zara, Zomato/Swiggy, None",15.5,660.7165384110677,Medium
431.2991114313011,16.91936289309282,88.45394862052984,17,31,5,7.436974066349765,"Uber/Ola, McDonalds/KFC",15.899999999999999,826.4490691000444,High
85.4527303963112,4.128177353837906,95.21827797686717,19,54,3,12.728560435805175,"None, Netflix",1.2,557.4653544828702,Medium
780.3191277048063,14.216545068697444,124.59517515737815,8,52,4,2.2627761509718236,"Zomato/Swiggy, McDonalds/KFC",13.3,1096.3559380199508,High
845.2445266994572,14.635120746028571,116.69930699287167,8,9,5,1.4225989319304593,Apple/Samsung,15.0,1125.0007397499542,High
239.27492531126825,3.5411539356514066,74.85267632968231,18,53,3,9.300585403625783,Uber/Ola,6.8,609.8064523665474,Medium
241.37176639819774,8.673918340164715,176.82287705997334,12,42,5,16.077902812705254,"None, Uber/Ola",6.8,875.1804054742476,High
89.93458208089967,12.406756108875992,133.5321046254712,0,15,0,1.583272917372485,"Amazon, Netflix",9.7,438.40674402555516,Medium
971.8646316528631,0.5213321386519776,41.08126611996175,16,38,5,17.13192311676821,"Netflix, McDonalds/KFC",10.299999999999999,1173.4943597590122,High
816.8272397113676,8.091836660917656,63.980598701145475,3,31,5,8.29371302225015,Netflix,1.2,963.7295027398308,High
392.6680427607305,3.0991646589524136,157.57562034065072,3,17,2,3.246473149963584,None,0.0,748.9282980938434,High
507.81285789633404,10.837930022417746,20.905076204019892,15,24,3,11.78245684716394,"Netflix, Uber/Ola",8.0,738.5671497205182,High
327.36861261832513,16.858351669219093,150.04639974485937,15,6,0,19.094850667063778,None,0.0,866.8865766830062,High
617.3817699059801,10.495078772520746,71.76848822915906,14,55,6,11.307745081737487,Uber/Ola,6.8,957.2511380031845,High
731.4429917168329,0.7196719241736793,110.33820922168711,5,52,1,14.046060359933458,Apple/Samsung,15.0,1020.3844119759694,High
475.00005409227845,0.5931449119358234,56.111623434567925,4,46,4,16.51200445092938,"Uber/Ola, McDonalds/KFC",15.899999999999999,736.4820113577035,High
879.9144836270423,12.110062918082987,197.29131436408557,9,50,4,16.187462322700977,"Netflix, Apple/Samsung, None",16.2,1389.8295344761711,High
541.1745691078695,6.55963117051225,181.16805842846085,6,17,3,2.389255841761054,Apple/Samsung,15.0,968.3073287254957,High
187.04060562392024,11.453330069437852,185.68996738885036,6,46,5,15.078912851387573,H&M/Zara,11.3,806.0098092955791,High
641.1768070457596,3.272742178319752,36.95510359550334,9,17,2,19.03954175158462,"Uber/Ola, Apple/Samsung",21.8,843.214764449882,High
489.1194176124124,15.537247056722236,168.33801919235302,9,2,5,14.31239244563097,"Amazon, McDonalds/KFC",17.6,1031.8910630095534,High
938.8882699276395,17.214394114671357,107.07942020481805,14,0,3,16.892414980498884,"Apple/Samsung, Amazon, H&M/Zara",34.8,1335.7629268025719,High
422.2992248891178,17.784512041697873,141.57184005472774,5,32,4,10.225444319211274,Amazon,8.5,885.1687071672882,High
432.72245219259884,6.081491776627026,43.50081334808928,1,6,4,7.062317201084557,"Zomato/Swiggy, H&M/Zara, Uber/Ola",22.3,576.0006834902442,Medium
668.2347202925297,13.214707352494635,142.3969291958432,7,9,5,13.848545238726604,Apple/Samsung,15.0,1073.1403026992732,High
550.6369074101066,5.580847742605204,182.85344891445922,19,43,5,10.351799584268889,"Apple/Samsung, Amazon",23.5,1192.922780710214,High
405.7273836615131,15.255136416231569,53.49627716975998,14,58,5,18.0104882699737,"Apple/Samsung, Zomato/Swiggy, Uber/Ola",26.0,756.0842083411214,High
990.285694896085,2.4105000445264713,46.67197030990131,17,7,1,19.51325740328333,"Zomato/Swiggy, Uber/Ola",11.0,1164.7823054699686,High
337.076234499446,15.255296222423224,20.88290969469555,4,53,2,16.57623928267101,Apple/Samsung,15.0,513.8416699326918,Medium
313.65235238577714,8.794572753270696,53.3613350623322,3,31,2,19.860912732223436,"Uber/Ola, None, Apple/Samsung",21.8,571.3036538721385,Medium
871.2062470959983,17.110989808710563,107.15845236312249,9,22,6,7.61904136949176,Netflix,1.2,1173.7711372252081,High
53.20429637302773,14.77861719972293,166.5432582875121,18,16,6,18.019352196335188,"McDonalds/KFC, None, Uber/Ola",15.899999999999999,823.9322550701307,High
241.19050285966225,7.530392813929698,55.76005253152789,13,13,4,7.2687389471502115,Amazon,8.5,508.17693454059093,Medium
610.9243538488773,18.07078370720905,124.2288778138627,12,16,4,3.2427234308131174,Apple/Samsung,15.0,1014.8774187667859,High
204.3280014524316,5.666742785506207,95.91813983460797,9,24,3,12.806100210917526,"McDonalds/KFC, Zomato/Swiggy, Uber/Ola",20.1,629.5052946790797,Medium
986.5137265874088,19.339772628718464,57.715808123554325,5,20,3,9.64478405192793,"Amazon, H&M/Zara, None",19.8,1127.0135610684176,High
490.9858413005495,15.344067679113687,102.07181623892944,12,54,6,18.512285435181738,Apple/Samsung,15.0,939.1797193104215,High
